"date","day","period","nswprice","nswdemand","vicprice","vicdemand","transfer","class"
0.872395,3,0.234043,0.031524,0.382773,0.001612,0.409373,0.719298,UP
0.872395,3,0.255319,0.029002,0.403749,0.001764,0.493527,0.582895,UP
0.872395,3,0.276596,0.030083,0.458494,0.001944,0.564215,0.568421,UP
0.872395,3,0.297872,0.027981,0.475602,0.001695,0.528742,0.655702,DOWN
0.872395,3,0.319149,0.023418,0.492115,0.001313,0.524858,0.715351,DOWN
0.872395,3,0.340426,0.027321,0.544778,0.001716,0.540135,0.732018,DOWN
0.872395,3,0.361702,0.027831,0.561291,0.001741,0.546349,0.733772,DOWN
0.872395,3,0.382979,0.027981,0.55787,0.001749,0.553858,0.679825,DOWN
0.872395,3,0.404255,0.028101,0.550283,0.001762,0.573796,0.610526,DOWN
0.872395,3,0.425532,0.028462,0.565605,0.001805,0.583118,0.616667,DOWN
0.872395,3,0.446809,0.028822,0.568432,0.001813,0.587519,0.608333,UP
0.872395,3,0.468085,0.028822,0.577655,0.00182,0.594511,0.587281,UP
0.872395,3,0.489362,0.028822,0.580184,0.001822,0.596064,0.595614,UP
0.872395,3,0.510638,0.032935,0.590152,0.002086,0.625583,0.537719,UP
0.872395,3,0.531915,0.033085,0.59402,0.002098,0.638011,0.517544,UP
0.872395,3,0.553191,0.030083,0.590896,0.001913,0.637494,0.495175,UP
0.872395,3,0.574468,0.032605,0.593425,0.002073,0.669601,0.475,UP
0.872395,3,0.595745,0.033085,0.595954,0.002108,0.677369,0.487719,UP
0.872395,3,0.617021,0.032935,0.60488,0.0021,0.677628,0.45,UP
0.872395,3,0.638298,0.034046,0.617376,0.002179,0.696789,0.416667,UP
0.872395,3,0.659574,0.033566,0.618566,0.00215,0.668824,0.506579,UP
0.872395,3,0.680851,0.033325,0.602946,0.002127,0.693941,0.410965,UP
0.872395,3,0.702128,0.033085,0.579738,0.002123,0.687727,0.44693,UP
0.872395,3,0.723404,0.030803,0.540613,0.001984,0.639306,0.520614,UP
0.872395,3,0.744681,0.030473,0.503719,0.001973,0.585707,0.573684,UP
0.872395,3,0.765957,0.029362,0.466379,0.001907,0.540911,0.573246,DOWN
0.872395,3,0.787234,0.031194,0.468164,0.00204,0.505697,0.605702,UP
0.872395,3,0.808511,0.033085,0.500744,0.002183,0.514759,0.539035,UP
0.872395,3,0.829787,0.030954,0.480363,0.002042,0.529518,0.57193,UP
0.872395,3,0.851064,0.029903,0.440048,0.001961,0.504402,0.608333,DOWN
0.872395,3,0.87234,0.028822,0.399732,0.00188,0.468928,0.689474,DOWN
0.872395,3,0.893617,0.033085,0.425171,0.00107,0.419472,0.710088,UP
0.872395,3,0.914894,0.028822,0.423981,0.00114,0.36898,0.753947,DOWN
0.872395,3,0.93617,0.035217,0.441386,0.001838,0.348783,0.753947,UP
0.872395,3,0.957447,0.034166,0.437221,0.001361,0.343604,0.753947,UP
0.872395,3,0.978723,0.036177,0.423535,0.002202,0.413516,0.724561,UP
0.872395,3,1,0.035037,0.389319,0.002011,0.407043,0.778509,UP
0.872439,4,0,0.032845,0.344987,0.001215,0.367944,0.769298,UP
0.872439,4,0.021277,0.029362,0.289646,0.001215,0.337131,0.813158,DOWN
0.872439,4,0.042553,0.032214,0.235198,0.002065,0.394096,0.745614,UP
0.872439,4,0.06383,0.034106,0.201874,0.000995,0.362248,0.688158,UP
0.872439,4,0.085106,0.035547,0.172568,0.001068,0.321595,0.688158,UP
0.872439,4,0.106383,0.027351,0.156501,0.000995,0.287934,0.753947,DOWN
0.872439,4,0.12766,0.025279,0.151889,0.000995,0.275764,0.797807,DOWN
0.872439,4,0.148936,0.023268,0.161559,0.001257,0.286639,0.841667,DOWN
0.872439,4,0.170213,0.029572,0.192205,0.001435,0.290782,0.857018,DOWN
0.872439,4,0.191489,0.029002,0.229991,0.001818,0.31564,0.833772,DOWN
0.872439,4,0.212766,0.036598,0.309729,0.002302,0.376748,0.772807,UP
0.872439,4,0.234043,0.035577,0.380542,0.001878,0.443294,0.659211,UP
0.872439,4,0.255319,0.035337,0.404641,0.002275,0.543501,0.521053,UP
0.872439,4,0.276596,0.034106,0.461321,0.002221,0.613413,0.467544,UP
0.872439,4,0.297872,0.029933,0.456561,0.001951,0.591403,0.507018,DOWN
0.872439,4,0.319149,0.02666,0.453139,0.001728,0.605386,0.52807,DOWN
0.872439,4,0.340426,0.031284,0.517108,0.002007,0.639565,0.499561,UP
0.872439,4,0.361702,0.031734,0.544481,0.002025,0.659503,0.469737,UP
0.872439,4,0.382979,0.032935,0.543142,0.0021,0.681512,0.42807,UP
0.872439,4,0.404255,0.033085,0.557126,0.002123,0.711031,0.389474,UP
0.872439,4,0.425532,0.043263,0.558316,0.002794,0.732522,0.307018,UP
0.872439,4,0.446809,0.050799,0.576614,0.003334,0.75738,0.270175,UP
0.872439,4,0.468085,0.049358,0.586433,0.003282,0.764112,0.268421,UP
0.872439,4,0.489362,0.077789,0.596549,0.005201,0.782237,0.204825,UP
0.872439,4,0.510638,0.089798,0.684618,0.005976,0.812273,0.177193,UP
0.872439,4,0.531915,0.089798,0.689081,0.005926,0.827292,0.170175,UP
0.872439,4,0.553191,0.106251,0.703511,0.007025,0.843086,0.176316,UP
0.872439,4,0.574468,0.149664,0.70961,0.009881,0.858364,0.074123,UP
0.872439,4,0.595745,0.147262,0.718387,0.009759,0.829881,0.078947,UP
0.872439,4,0.617021,0.149664,0.739066,0.009848,0.866649,0.060088,UP
0.872439,4,0.638298,0.149664,0.748587,0.009771,0.874158,0.033772,UP
0.872439,4,0.659574,0.149664,0.759447,0.009761,0.874935,0.08114,UP
0.872439,4,0.680851,0.149664,0.741446,0.009877,0.86406,0.092982,UP
0.872439,4,0.702128,0.091179,0.715561,0.006066,0.828327,0.154825,UP
0.872439,4,0.723404,0.04002,0.671378,0.002684,0.757897,0.297368,DOWN
0.872439,4,0.744681,0.03897,0.639096,0.002597,0.715432,0.37807,DOWN
0.872439,4,0.765957,0.035487,0.59878,0.002356,0.658208,0.409649,DOWN
0.872439,4,0.787234,0.044824,0.598631,0.002991,0.626618,0.415789,DOWN
0.872439,4,0.808511,0.042242,0.62288,0.002848,0.622475,0.37807,DOWN
0.872439,4,0.829787,0.049267,0.604433,0.003319,0.620663,0.407895,DOWN
0.872439,4,0.851064,0.035967,0.540167,0.002422,0.591662,0.433333,DOWN
0.872439,4,0.87234,0.038789,0.492711,0.002576,0.534697,0.507018,DOWN
0.872439,4,0.893617,0.043053,0.502827,0.002362,0.471776,0.59386,DOWN
0.872439,4,0.914894,0.031674,0.486314,0.001288,0.419213,0.637719,DOWN
0.872439,4,0.93617,0.049568,0.48795,0.001215,0.383739,0.637719,DOWN
0.872439,4,0.957447,0.03969,0.478132,0.00114,0.359917,0.637719,DOWN
0.872439,4,0.978723,0.039,0.445552,0.001699,0.420249,0.638158,DOWN
0.872439,4,1,0.038789,0.411187,0.001215,0.414552,0.64693,DOWN
0.872484,5,0,0.032755,0.372806,0.002011,0.375971,0.769298,DOWN
0.872484,5,0.021277,0.032365,0.312853,0.001795,0.350078,0.811404,DOWN
0.872484,5,0.042553,0.035487,0.263017,0.002275,0.402641,0.735088,DOWN
0.872484,5,0.06383,0.038339,0.225677,0.001068,0.367944,0.703509,DOWN
0.872484,5,0.085106,0.038609,0.193097,0.001068,0.318229,0.703509,DOWN
0.872484,5,0.106383,0.033325,0.177923,0.001496,0.285603,0.769298,DOWN
0.872484,5,0.12766,0.027561,0.176733,0.001489,0.278612,0.813158,DOWN
0.872484,5,0.148936,0.02627,0.181791,0.001608,0.28638,0.857018,DOWN
0.872484,5,0.170213,0.032695,0.205147,0.001882,0.298809,0.840789,DOWN
0.872484,5,0.191489,0.031734,0.243975,0.002015,0.324443,0.8,DOWN
0.872484,5,0.212766,0.059205,0.328325,0.003776,0.387623,0.727193,UP
0.872484,5,0.234043,0.062057,0.405832,0.003963,0.45391,0.658333,UP
0.872484,5,0.255319,0.045094,0.439899,0.0029,0.541688,0.558333,DOWN
0.872484,5,0.276596,0.042933,0.500893,0.002794,0.614448,0.451754,DOWN
0.872484,5,0.297872,0.033626,0.537786,0.002202,0.6116,0.464912,DOWN
0.872484,5,0.319149,0.032004,0.570663,0.002083,0.63827,0.444737,DOWN
0.872484,5,0.340426,0.034046,0.641625,0.002204,0.675557,0.42807,DOWN
0.872484,5,0.361702,0.035337,0.665724,0.002283,0.692387,0.398246,DOWN
0.872484,5,0.382979,0.037168,0.676733,0.002414,0.7232,0.328947,DOWN
0.872484,5,0.404255,0.040741,0.695626,0.002653,0.757897,0.299123,DOWN
0.872484,5,0.425532,0.03915,0.714222,0.002547,0.783791,0.302632,DOWN
0.872484,5,0.446809,0.040591,0.73371,0.002632,0.804505,0.303947,DOWN
0.872484,5,0.468085,0.048157,0.747992,0.003135,0.823925,0.310965,DOWN
0.872484,5,0.489362,0.045725,0.760488,0.00297,0.84956,0.282456,DOWN
0.872484,5,0.510638,0.110304,0.783547,0.007148,0.882703,0.257456,UP
0.872484,5,0.531915,0.228053,0.792175,0.014819,0.904195,0.157456,UP
0.872484,5,0.553191,0.468116,0.803332,0.0305,0.933713,0.130263,UP
0.872484,5,0.574468,0.192566,0.802142,0.012545,0.943811,0.153509,UP
0.872484,5,0.595745,0.295965,0.805266,0.019144,0.953133,0.12807,UP
0.872484,5,0.617021,0.981806,0.813597,0.063323,0.973848,0.12807,UP
0.872484,5,0.638298,0.981806,0.822969,0.06335,0.996893,0.200439,UP
0.872484,5,0.659574,0.891648,0.821779,0.05791,1,0.223246,UP
0.872484,5,0.680851,0.633151,0.804522,0.041456,0.989384,0.199123,UP
0.872484,5,0.702128,0.667137,0.79277,0.043745,0.975919,0.255263,UP
0.872484,5,0.723404,0.133962,0.758703,0.00883,0.9174,0.277193,DOWN
0.872484,5,0.744681,0.288339,0.737727,0.019069,0.872346,0.333333,UP
0.872484,5,0.765957,0.059835,0.689973,0.003982,0.771621,0.430702,DOWN
0.872484,5,0.787234,0.071664,0.69042,0.00479,0.695495,0.481579,DOWN
0.872484,5,0.808511,0.073196,0.703065,0.004919,0.68695,0.454386,DOWN
0.872484,5,0.829787,0.051219,0.681196,0.003436,0.654842,0.498246,DOWN
0.872484,5,0.851064,0.037288,0.617525,0.002484,0.607716,0.560526,DOWN
0.872484,5,0.87234,0.051009,0.559357,0.003363,0.549197,0.642982,DOWN
0.872484,5,0.893617,0.067191,0.549539,0.003758,0.492232,0.681579,DOWN
0.872484,5,0.914894,0.032305,0.525141,0.001286,0.426463,0.681579,DOWN
0.872484,5,0.93617,0.055242,0.52053,0.001356,0.392284,0.681579,DOWN
0.872484,5,0.957447,0.037889,0.503273,0.002146,0.386846,0.725439,DOWN
0.872484,5,0.978723,0.036358,0.475751,0.002239,0.443035,0.673246,DOWN
0.872484,5,1,0.034556,0.432758,0.001836,0.430865,0.734649,DOWN
0.872528,6,0,0.030954,0.387682,0.001984,0.384775,0.826316,DOWN
0.872528,6,0.021277,0.033025,0.334424,0.001435,0.360953,0.857018,DOWN
0.872528,6,0.042553,0.034917,0.286968,0.002227,0.413516,0.781579,DOWN
0.872528,6,0.06383,0.036087,0.25186,0.001905,0.386846,0.813158,DOWN
0.872528,6,0.085106,0.035037,0.221363,0.001415,0.32522,0.813158,DOWN
0.872528,6,0.106383,0.034766,0.206784,0.001415,0.296996,0.857018,DOWN
0.872528,6,0.12766,0.031074,0.204999,0.001415,0.243915,0.900877,DOWN
0.872528,6,0.148936,0.034736,0.211544,0.001437,0.287416,0.900877,DOWN
0.872528,6,0.170213,0.033415,0.238917,0.001437,0.301657,0.900877,DOWN
0.872528,6,0.191489,0.032455,0.277596,0.00119,0.322631,0.900877,DOWN
0.872528,6,0.212766,0.030173,0.357929,0.001888,0.377525,0.846491,DOWN
0.872528,6,0.234043,0.031134,0.433651,0.00194,0.446401,0.82807,DOWN
0.872528,6,0.255319,0.037408,0.464594,0.002376,0.532885,0.702632,DOWN
0.872528,6,0.276596,0.034917,0.530794,0.002246,0.603573,0.639474,DOWN
0.872528,6,0.297872,0.033385,0.569771,0.002162,0.573796,0.627193,DOWN
0.872528,6,0.319149,0.030683,0.608747,0.001975,0.569135,0.70307,DOWN
0.872528,6,0.340426,0.033806,0.677328,0.002152,0.574573,0.738158,DOWN
0.872528,6,0.361702,0.035097,0.704106,0.002233,0.567582,0.692105,DOWN
0.872528,6,0.382979,0.035397,0.723594,0.002258,0.569135,0.681579,DOWN
0.872528,6,0.404255,0.035247,0.732223,0.002252,0.575091,0.685965,DOWN
0.872528,6,0.425532,0.034046,0.743826,0.002171,0.587778,0.685088,DOWN
0.872528,6,0.446809,0.035157,0.762124,0.002246,0.584412,0.698246,DOWN
0.872528,6,0.468085,0.034496,0.767629,0.002202,0.581823,0.72193,DOWN
0.872528,6,0.489362,0.033085,0.761678,0.002106,0.575867,0.740351,DOWN
0.872528,6,0.510638,0.033085,0.782952,0.002102,0.574573,0.726316,DOWN
0.872528,6,0.531915,0.033085,0.784439,0.002098,0.556965,0.754386,DOWN
0.872528,6,0.553191,0.033085,0.794109,0.002096,0.554117,0.732018,DOWN
0.872528,6,0.574468,0.033085,0.791729,0.0021,0.546349,0.767105,DOWN
0.872528,6,0.595745,0.033025,0.776703,0.002092,0.536769,0.765351,DOWN
0.872528,6,0.617021,0.032124,0.762571,0.002025,0.531849,0.789035,DOWN
0.872528,6,0.638298,0.030563,0.734454,0.001926,0.528742,0.765789,DOWN
0.872528,6,0.659574,0.029062,0.700833,0.001824,0.529259,0.783333,DOWN
0.872528,6,0.680851,0.028822,0.660666,0.001741,0.520456,0.783333,DOWN
0.872528,6,0.702128,0.027561,0.62407,0.001479,0.50492,0.718421,DOWN
0.872528,6,0.723404,0.02633,0.568878,0.001215,0.463749,0.823684,DOWN
0.872528,6,0.744681,0.028822,0.538828,0.001288,0.423097,0.829386,DOWN
0.872528,6,0.765957,0.028822,0.515472,0.000995,0.383221,0.825877,DOWN
0.872528,6,0.787234,0.028822,0.500595,0.000995,0.360435,0.813158,DOWN
0.872528,6,0.808511,0.028972,0.506992,0.00114,0.383739,0.769298,DOWN
0.872528,6,0.829787,0.029122,0.484677,0.001373,0.402123,0.769298,DOWN
0.872528,6,0.851064,0.027921,0.450015,0.000995,0.375453,0.769298,DOWN
0.872528,6,0.87234,0.027231,0.416543,0.000893,0.346194,0.791228,DOWN
0.872528,6,0.893617,0.030173,0.439155,0.00085,0.312791,0.813158,DOWN
0.872528,6,0.914894,0.030413,0.452246,0.000833,0.283014,0.791228,DOWN
0.872528,6,0.93617,0.046896,0.473222,0.000835,0.272398,0.791228,UP
0.872528,6,0.957447,0.041702,0.455073,0.000833,0.268255,0.791228,UP
0.872528,6,0.978723,0.032124,0.431122,0.001298,0.346194,0.822368,DOWN
0.872528,6,1,0.033806,0.401071,0.000881,0.34464,0.756579,UP
0.872572,7,0,0.05227,0.35183,0.000841,0.308131,0.725439,UP
0.872572,7,0.021277,0.033566,0.28801,0.000868,0.283791,0.769298,UP
0.872572,7,0.042553,0.031974,0.234752,0.001776,0.339461,0.791228,DOWN
0.872572,7,0.06383,0.033806,0.205296,0.000889,0.316416,0.725439,UP
0.872572,7,0.085106,0.034196,0.173163,0.000839,0.26463,0.725439,UP
0.872572,7,0.106383,0.073316,0.16022,0.000821,0.22087,0.666228,UP
0.872572,7,0.12766,0.031074,0.149955,0.000821,0.196789,0.732018,DOWN
0.872572,7,0.148936,0.024709,0.148765,0.000841,0.203521,0.832895,DOWN
0.872572,7,0.170213,0.02687,0.153377,0.000841,0.20378,0.841667,DOWN
0.872572,7,0.191489,0.027321,0.166468,0.000841,0.207664,0.841667,DOWN
0.872572,7,0.212766,0.029122,0.193246,0.000941,0.228379,0.850439,DOWN
0.872572,7,0.234043,0.029633,0.221065,0.000841,0.244433,0.841667,DOWN
0.872572,7,0.255319,0.033265,0.250223,0.002056,0.251683,0.807456,UP
0.872572,7,0.276596,0.034947,0.304225,0.002056,0.287675,0.754825,UP
0.872572,7,0.297872,0.033535,0.356144,0.002056,0.293112,0.804386,UP
