Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
3630024,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,8.264408169,1.377401362,907506.0,1814298.004,3628953,231,3630024,907506.0,1814298.004,3628953,231,0,0.0,0.0,0,0,0,0,0,0,100,0,1.377401362,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
731673,3,5,26,11607,20,0,8.666666667000001,10.26320288,10135,0,2321.4,4413.201989,15899.178999999998,10.93384613,104524.7143,276120.9719,730708,4,712,356.0,497.803174,708,4,731625,182906.25,365201.2953,730708,4,0,0,0,0,72,112,4.100192299,6.833653832,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667000001,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
71941,3,5,26,11607,20,0,8.666666667000001,10.26320288,10135,0,2321.4,4413.201989,161701.9502,111.2022352,10277.28571,26637.22702,70681,5,1015,507.5,573.4635995,913,102,71896,17974.0,35140.74072,70681,5,0,0,0,0,72,112,41.70083819,69.50139698,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667000001,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
1065972,3,4,26,11607,20,0,8.666666667000001,10.26320288,11595,0,2901.75,5795.50069,10913.04462,6.566776612999999,177662.0,434733.0451,1065057,5,835,417.5,328.8046533000001,650,185,1065926,355308.6667,614660.2370000001,1065057,5,0,0,0,0,72,92,2.814332834,3.752443779,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667000001,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
510009,3,5,26,11607,20,0,8.666666667000001,10.26320288,10135,0,2321.4,4413.201989,22809.4014,15.685997699999998,72858.42857,192377.3567,509129,3,656,328.0,459.6194078,653,3,509963,127490.75,254425.659,509129,4,0,0,0,0,72,112,5.8822491370000005,9.803748561,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667000001,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
658719,3,5,26,11607,20,0,8.666666667000001,10.26320288,8675,0,2321.4,3769.536019,17660.0341,12.14478404,94102.71429,248577.8064,657824,4,670,335.0,411.5361467,626,44,658683,164670.75,328768.9551,657824,4,0,0,0,0,72,112,4.554294016,7.590490027,0,8675,1292.555556,2931.429562000001,8593279.277999999,0,0,0,1,0,0,0,0,1,1454.125,8.666666667000001,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
71692507,9,5,62,11607,20,0,6.888888889,5.30199124,8760,0,2321.4,3802.315321,162.764569,0.195278427,5514808.231000002,17200000.0,62200000,1,71100000,8888855.5,21800000.0,62200000,1,584270,146067.5,289520.8433,580346,187,0,0,0,0,192,112,0.125536132,0.069742295,0,8760,778.3333332999997,2325.15043,5406324.524,0,0,0,0,1,0,0,0,0,833.9285714,6.888888889,2321.4,192,0,0,0,0,0,0,9,62,5,11607,256,229,7,20,1009.0,0.0,1009,1009,35600000.0,37700000.0,62200000,8864768,DoS
70877803,5,9,11607,62,8760,0,2321.4,3802.315321,20,0,6.888888889,5.30199124,164.6354642,0.197523052,5452138.692000002,18800000.0,68100000,1,70900000,17700000.0,35000000.0,70200000,376,70200000,8771712.75,24000000.0,68100000,1,0,0,0,0,112,192,0.070543947,0.126979105,0,8760,778.3333332999997,2325.15043,5406324.524,0,0,0,0,1,1,0,0,1,833.9285714,2321.4,6.888888889,112,0,0,0,0,0,0,5,11607,9,62,229,256,3,20,2044984.0,0.0,2044984,2044984,68100000.0,0.0,68100000,68100000,BENIGN
3795917,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,7.903228652999999,1.317204776,948979.25,1897181.835,3794752,313,3795917,948979.25,1897181.835,3794752,313,0,0.0,0.0,0,0,0,0,0,0,100,0,1.317204776,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
47200,3,5,26,11601,20,0,8.666666667000001,10.26320288,7300,0,2320.2,3022.508098,246334.7458,169.4915254,6742.857143000001,11799.95067,29427,45,17310,8655.0,11805.85482,17003,307,47155,11788.75,14275.26746,29427,182,0,0,0,0,72,112,63.55932203,105.9322034,0,7300,1291.888889,2460.652985,6054813.111000001,0,0,0,1,0,0,0,0,1,1453.375,8.666666667000001,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
3080943,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,9.737278489,1.622879748,770235.75,1539776.244,3079900,1,3080943,770235.75,1539776.244,3079900,1,0,0.0,0.0,0,0,0,0,0,0,100,0,1.622879748,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
20317,3,5,26,11607,20,0,8.666666667000001,10.26320288,5840,0,2321.4,3173.373883,572574.6911,393.7589211,2902.428571,7162.884076,19132,3,957,478.5,607.404725,908,49,20271,5067.75,9385.97906,19132,3,0,0,0,0,72,112,147.6595954,246.0993257,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667000001,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
1046833,3,5,26,11607,20,0,8.666666667000001,10.26320288,5840,0,2321.4,3173.373883,11112.56523,7.642097641,149547.5714,395088.1948,1045523,3,1100,550.0,690.1362184,1038,62,1046819,261704.75,522545.7428,1045523,3,0,0,0,0,72,112,2.865786615,4.776311026,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667000001,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
3660925,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,8.194650259,1.3657750430000002,915231.25,1829801.892,3659934,1,3660925,915231.25,1829801.892,3659934,1,0,0.0,0.0,0,0,0,0,0,0,100,0,1.3657750430000002,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
1048498,3,5,26,11607,20,0,8.666666667000001,10.26320288,7215,0,2321.4,3327.769794000001,11094.91864,7.629962097999999,149785.4286,395810.8867,1047400,4,813,406.5,492.8534265,755,58,1048418,262104.5,523530.4498,1047400,4,0,0,0,0,72,112,2.861235787,4.768726311,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667000001,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
702213,3,6,26,11607,20,0,8.666666667000001,10.26320288,5840,0,1934.5,2538.9192780000008,16566.19858,12.81662402,87776.625,247896.1221,701288,2,730,365.0,405.8792924,652,78,702209,140441.8,313522.7431,701288,2,0,0,0,0,72,132,4.272208005,8.544416011000001,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667000001,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
1822979,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,13.16526411,2.194210685,607659.6667,1051643.629,1821993,4,1822979,607659.6667,1051643.629,1821993,4,0,0.0,0.0,0,0,0,0,0,0,80,0,2.194210685,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
1824980,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,13.15082905,2.191804842,608326.6667,1052798.907,1823994,3,1824980,608326.6667,1052798.907,1823994,3,0,0.0,0.0,0,0,0,0,0,0,80,0,2.191804842,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
3728075,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,8.04704841,1.341174735,932018.75,1862714.218,3726090,47,3728075,932018.75,1862714.218,3726090,47,0,0.0,0.0,0,0,0,0,0,0,100,0,1.341174735,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
2736088,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,8.771647696,1.461941283,912029.3333,1576605.1530000004,2732535,3,2736088,912029.3333,1576605.1530000004,2732535,3,0,0.0,0.0,0,0,0,0,0,0,80,0,1.461941283,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
7121962,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.369857913,0.561642985,2373987.333,4111583.491,7121635,3,7121962,2373987.333,4111583.491,7121635,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.561642985,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,327.0,0.0,327,327,7121635.0,0.0,7121635,7121635,DoS
4715995,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,6.3613299,1.06022165,1178998.75,2355995.257,4712991,1,4715995,1178998.75,2355995.257,4712991,1,0,0.0,0.0,0,0,0,0,0,0,100,0,1.06022165,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
2898980,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,8.278773914,1.379795652,966326.6667,1669408.678,2893993,1005,2898980,966326.6667,1669408.678,2893993,1005,0,0.0,0.0,0,0,0,0,0,0,80,0,1.379795652,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
629997,3,5,26,11607,20,0,8.666666667000001,10.26320288,10135,0,2321.4,4413.201989,18465.16729,12.69847317,89999.57143,237698.1094,629048,3,696,348.0,487.903679,693,3,629920,157480.0,314378.8048,629048,4,0,0,0,0,72,112,4.761927438,7.93654573,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667000001,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
31642,3,6,26,11601,20,0,8.666666667000001,10.26320288,5840,0,1933.5,2189.772933,367454.6489,284.43208389999995,3955.25,10899.37361,30929,1,30969,15484.5,21896.97569,30968,1,31603,6320.6,13831.7048,31063,46,0,0,0,0,72,132,94.81069465,189.6213893,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667000001,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
72949181,8,6,56,11601,20,0,7.0,5.6568542489999984,4380,0,1933.5,1757.789948,159.7961737,0.191914423,5611475.462,17800000.0,64200000,1,72900000,10400000.0,23900000.0,64200000,1,20018,4003.6,6080.367736,13925,15,0,0,0,0,172,132,0.109665385,0.082249039,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,5.0,0.0,5,5,36500000.0,39200000.0,64200000,8747790,DoS
6624824,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.528422189,0.754737032,1656206.0,3309742.238,6620819,3,6624824,1656206.0,3309742.238,6620819,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.754737032,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,4005.0,0.0,4005,4005,6620819.0,0.0,6620819,6620819,DoS
1300353,3,4,26,11607,20,0,8.666666667000001,10.26320288,11595,0,2901.75,5795.50069,8946.032347,5.3831536510000015,216725.5,530271.7175,1299138,44,952,476.0,384.666089,748,204,1300309,433436.3333,749719.7351,1299138,199,0,0,0,0,72,92,2.307065851,3.0760878010000003,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667000001,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
10052899,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.984213807,0.497368968,2513224.75,5025774.856000002,10100000,3,10100000,2513224.75,5025774.856000002,10100000,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.4973689679999999,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1012.0,0.0,1012,1012,10100000.0,0.0,10100000,10100000,DoS
2037950,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,14.72067519,2.453445865,509487.5,1016967.999,2034939,4,2037950,509487.5,1016967.999,2034939,4,0,0.0,0.0,0,0,0,0,0,0,100,0,2.453445865,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
128790,3,5,26,11607,20,0,8.666666667000001,10.26320288,8675,0,2321.4,3769.536019,90325.33582,62.11662396,18398.57143,48196.52451,127697,5,858,429.0,387.49451610000006,703,155,128709,32177.25,63680.75227000001,127697,5,0,0,0,0,72,112,23.29373399,38.82288998,0,8675,1292.555556,2931.429562000001,8593279.277999999,0,0,0,1,0,0,0,0,1,1454.125,8.666666667000001,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
11281703,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,1.595503799,0.2659173,5640851.5,7959327.572000002,11300000,12757,11300000,5640851.5,7959327.572000002,11300000,12757,0,0.0,0.0,0,0,0,0,0,0,60,0,0.2659172999999999,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,8.0,6.0,0.0,60,0,0,0,0,0,0,3,18,0,0,256,-1,2,20,12757.0,0.0,12757,12757,11300000.0,0.0,11300000,11300000,DoS
1566987,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,19.14502162,3.190836937,391746.75,782273.9252,1565157,4,1566987,391746.75,782273.9252,1565157,4,0,0.0,0.0,0,0,0,0,0,0,100,0,3.190836937,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
7366807,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.257856491,0.542976082,2455602.333,4244555.8,7356791,986,7366807,2455602.333,4244555.8,7356791,986,0,0.0,0.0,0,0,0,0,0,0,80,0,0.542976082,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,10016.0,0.0,10016,10016,7356791.0,0.0,7356791,7356791,DoS
4534894,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,5.292295696,0.882049283,1511631.333,2616897.271,4533364,452,4534894,1511631.333,2616897.271,4533364,452,0,0.0,0.0,0,0,0,0,0,0,80,0,0.882049283,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
